index,timestamp,sailboat_id,latitude,longitude,compass_heading,tilt,rssi
41,2025-08-04T18:45:00.259985,Sailboat-1,41.776793,-71.385398,143.8,-0.68,-49
42,2025-08-04T18:45:00.259985,Sailboat-2,41.767979,-71.379589,353.5,1.55,-68
43,2025-08-04T18:45:00.259985,Sailboat-3,41.776412,-71.385846,302.2,3.72,-67
44,2025-08-04T18:45:00.259985,Sailboat-4,41.780766,-71.393118,89.4,2.61,-57
45,2025-08-04T18:45:00.259985,Sailboat-5,41.767562,-71.396007,274.1,-1.46,-85
46,2025-08-04T18:45:02.260985,Sailboat-1,41.776747,-71.385444,144.3,-0.95,-52
47,2025-08-04T18:45:02.260985,Sailboat-2,41.768004,-71.379575,355.2,1.37,-68
48,2025-08-04T18:45:02.260985,Sailboat-3,41.776433,-71.385830,300.4,3.40,-65
49,2025-08-04T18:45:02.260985,Sailboat-4,41.780793,-71.393163,91.2,2.42,-55
50,2025-08-04T18:45:02.260985,Sailboat-5,41.767523,-71.395977,273.7,-1.48,-86
51,2025-08-04T18:45:04.262068,Sailboat-1,41.776721,-71.385454,146.0,-1.31,-51
52,2025-08-04T18:45:04.262068,Sailboat-2,41.768045,-71.379553,356.9,1.51,-68
53,2025-08-04T18:45:04.262068,Sailboat-3,41.776458,-71.385812,302.4,2.99,-65
54,2025-08-04T18:45:04.262068,Sailboat-4,41.780783,-71.393172,90.1,2.27,-54
55,2025-08-04T18:45:04.262068,Sailboat-5,41.767556,-71.395944,274.1,-1.37,-88
56,2025-08-04T18:45:06.263082,Sailboat-1,41.776675,-71.385426,147.5,-1.26,-50
57,2025-08-04T18:45:06.263082,Sailboat-2,41.768063,-71.379602,358.3,1.03,-65
58,2025-08-04T18:45:06.263082,Sailboat-3,41.776476,-71.385836,301.0,3.21,-64
59,2025-08-04T18:45:06.263082,Sailboat-4,41.780741,-71.393182,88.7,2.32,-55
60,2025-08-04T18:45:06.263082,Sailboat-5,41.767531,-71.395957,273.1,-0.93,-88
61,2025-08-04T18:45:08.263836,Sailboat-1,41.776675,-71.385426,147.6,-0.75,-49
62,2025-08-04T18:45:08.263836,Sailboat-2,41.768078,-71.379600,358.5,0.56,-68
63,2025-08-04T18:45:08.263836,Sailboat-3,41.776478,-71.385884,299.2,3.08,-63
64,2025-08-04T18:45:08.263836,Sailboat-4,41.780753,-71.393220,89.9,2.52,-56
65,2025-08-04T18:45:08.263836,Sailboat-5,41.767534,-71.395997,271.3,-0.42,-91
66,2025-08-04T18:45:10.264510,Sailboat-1,41.776645,-71.385404,145.8,-0.80,-49
67,2025-08-04T18:45:10.264510,Sailboat-2,41.768098,-71.379616,359.6,0.27,-65
68,2025-08-04T18:45:10.264510,Sailboat-3,41.776436,-71.385901,300.0,2.77,-61
69,2025-08-04T18:45:10.264510,Sailboat-4,41.780801,-71.393255,91.7,2.16,-56
70,2025-08-04T18:45:10.264510,Sailboat-5,41.767507,-71.396018,272.0,-0.62,-90
71,2025-08-04T18:45:12.265460,Sailboat-1,41.776640,-71.385359,145.0,-0.90,-49
72,2025-08-04T18:45:12.265460,Sailboat-2,41.768070,-71.379636,358.6,0.06,-68
73,2025-08-04T18:45:12.265460,Sailboat-3,41.776445,-71.385932,300.4,2.41,-63
74,2025-08-04T18:45:12.265460,Sailboat-4,41.780777,-71.393256,89.8,1.98,-58
75,2025-08-04T18:45:12.265460,Sailboat-5,41.767547,-71.396050,272.6,-1.02,-92
76,2025-08-04T18:45:14.266528,Sailboat-1,41.776669,-71.385331,145.4,-0.43,-49
77,2025-08-04T18:45:14.266528,Sailboat-2,41.768083,-71.379588,358.7,-0.15,-67
78,2025-08-04T18:45:14.266528,Sailboat-3,41.776488,-71.385954,299.9,2.18,-64
79,2025-08-04T18:45:14.266528,Sailboat-4,41.780804,-71.393207,88.8,1.64,-59
80,2025-08-04T18:45:14.266528,Sailboat-5,41.767562,-71.396087,274.4,-1.33,-91
81,2025-08-04T18:45:16.267423,Sailboat-1,41.776663,-71.385353,144.3,-0.41,-51
82,2025-08-04T18:45:16.267423,Sailboat-2,41.768077,-71.379637,358.4,-0.21,-66
83,2025-08-04T18:45:16.267423,Sailboat-3,41.776470,-71.385954,300.5,2.23,-66
84,2025-08-04T18:45:16.267423,Sailboat-4,41.780755,-71.393223,90.4,1.27,-60
85,2025-08-04T18:45:16.267423,Sailboat-5,41.767513,-71.396110,275.6,-1.62,-93
86,2025-08-04T18:45:18.268397,Sailboat-1,41.776676,-71.385358,143.0,-0.27,-53
87,2025-08-04T18:45:18.268397,Sailboat-2,41.768057,-71.379598,357.9,0.04,-66
88,2025-08-04T18:45:18.268397,Sailboat-3,41.776469,-71.385914,301.1,2.51,-63
89,2025-08-04T18:45:18.268397,Sailboat-4,41.780769,-71.393272,90.4,0.81,-63
90,2025-08-04T18:45:18.268397,Sailboat-5,41.767487,-71.396107,274.6,-1.70,-93
91,2025-08-04T18:45:20.268841,Sailboat-1,41.776696,-71.385323,142.0,0.05,-54
92,2025-08-04T18:45:20.268841,Sailboat-2,41.768082,-71.379567,359.1,-0.10,-64
93,2025-08-04T18:45:20.268841,Sailboat-3,41.776515,-71.385882,302.3,1.98,-60
94,2025-08-04T18:45:20.268841,Sailboat-4,41.780811,-71.393229,89.3,0.33,-61
95,2025-08-04T18:45:20.268841,Sailboat-5,41.767460,-71.396072,276.6,-1.73,-94
96,2025-08-04T18:45:22.269271,Sailboat-1,41.776700,-71.385356,141.0,-0.41,-52
97,2025-08-04T18:45:22.269271,Sailboat-2,41.768123,-71.379587,357.3,0.23,-65
98,2025-08-04T18:45:22.269271,Sailboat-3,41.776538,-71.385871,301.5,1.87,-61
99,2025-08-04T18:45:22.269271,Sailboat-4,41.780822,-71.393189,89.4,0.56,-60
100,2025-08-04T18:45:22.269271,Sailboat-5,41.767485,-71.396046,278.0,-1.76,-93
101,2025-08-04T18:45:24.269922,Sailboat-1,41.776690,-71.385308,140.6,-0.51,-53
102,2025-08-04T18:45:24.269922,Sailboat-2,41.768087,-71.379586,358.8,0.14,-63
103,2025-08-04T18:45:24.269922,Sailboat-3,41.776570,-71.385897,302.3,1.45,-62
104,2025-08-04T18:45:24.269922,Sailboat-4,41.780810,-71.393182,88.0,0.99,-58
105,2025-08-04T18:45:24.269922,Sailboat-5,41.767509,-71.396063,277.9,-1.81,-92
106,2025-08-04T18:45:26.271003,Sailboat-1,41.776725,-71.385261,141.8,-0.84,-54
107,2025-08-04T18:45:26.271003,Sailboat-2,41.768094,-71.379547,357.6,-0.32,-66
108,2025-08-04T18:45:26.271003,Sailboat-3,41.776536,-71.385932,302.0,1.67,-60
109,2025-08-04T18:45:26.271003,Sailboat-4,41.780798,-71.393139,86.9,1.21,-59
110,2025-08-04T18:45:26.271003,Sailboat-5,41.767463,-71.396075,279.8,-2.14,-90
111,2025-08-04T18:45:28.272017,Sailboat-1,41.776704,-71.385282,141.7,-0.91,-52
112,2025-08-04T18:45:28.272017,Sailboat-2,41.768103,-71.379522,358.8,-0.21,-67
113,2025-08-04T18:45:28.272017,Sailboat-3,41.776512,-71.385883,300.1,1.89,-59
114,2025-08-04T18:45:28.272017,Sailboat-4,41.780802,-71.393116,87.6,1.20,-60
115,2025-08-04T18:45:28.272017,Sailboat-5,41.767422,-71.396092,280.1,-2.40,-92
116,2025-08-04T18:45:30.273003,Sailboat-1,41.776679,-71.385272,142.2,-1.17,-52
117,2025-08-04T18:45:30.273003,Sailboat-2,41.768150,-71.379493,0.5,0.26,-66
118,2025-08-04T18:45:30.273003,Sailboat-3,41.776463,-71.385858,298.4,1.91,-58
119,2025-08-04T18:45:30.273003,Sailboat-4,41.780773,-71.393083,88.0,1.14,-60
120,2025-08-04T18:45:30.273003,Sailboat-5,41.767384,-71.396061,280.2,-1.89,-92
121,2025-08-04T18:45:32.273784,Sailboat-1,41.776701,-71.385285,143.6,-1.46,-50
122,2025-08-04T18:45:32.273784,Sailboat-2,41.768171,-71.379486,1.6,0.54,-67
123,2025-08-04T18:45:32.273784,Sailboat-3,41.776451,-71.385816,297.7,1.50,-59
124,2025-08-04T18:45:32.273784,Sailboat-4,41.780805,-71.393112,86.0,1.54,-58
125,2025-08-04T18:45:32.273784,Sailboat-5,41.767416,-71.396095,278.7,-2.08,-90
126,2025-08-04T18:45:34.274180,Sailboat-1,41.776682,-71.385290,143.6,-1.43,-52
127,2025-08-04T18:45:34.274180,Sailboat-2,41.768150,-71.379474,1.2,0.65,-65
128,2025-08-04T18:45:34.274180,Sailboat-3,41.776408,-71.385828,297.4,1.84,-60
129,2025-08-04T18:45:34.274180,Sailboat-4,41.780768,-71.393082,84.3,1.26,-60
130,2025-08-04T18:45:34.274180,Sailboat-5,41.767403,-71.396090,277.7,-1.68,-92
131,2025-08-04T18:45:36.274828,Sailboat-1,41.776723,-71.385332,142.2,-1.07,-51
132,2025-08-04T18:45:36.274828,Sailboat-2,41.768125,-71.379482,0.9,0.94,-62
133,2025-08-04T18:45:36.274828,Sailboat-3,41.776416,-71.385782,296.2,1.85,-58
134,2025-08-04T18:45:36.274828,Sailboat-4,41.780771,-71.393114,85.4,1.34,-63
135,2025-08-04T18:45:36.274828,Sailboat-5,41.767409,-71.396083,279.6,-1.60,-94
136,2025-08-04T18:45:38.275824,Sailboat-1,41.776695,-71.385321,142.8,-0.60,-52
137,2025-08-04T18:45:38.275824,Sailboat-2,41.768134,-71.379498,0.9,0.54,-63
138,2025-08-04T18:45:38.275824,Sailboat-3,41.776413,-71.385778,294.3,1.65,-59
139,2025-08-04T18:45:38.275824,Sailboat-4,41.780781,-71.393123,85.6,1.36,-62
140,2025-08-04T18:45:38.275824,Sailboat-5,41.767451,-71.396111,279.7,-1.31,-94
141,2025-08-04T18:45:40.276951,Sailboat-1,41.776672,-71.385329,144.1,-1.00,-52
142,2025-08-04T18:45:40.276951,Sailboat-2,41.768131,-71.379462,359.3,0.62,-62
143,2025-08-04T18:45:40.276951,Sailboat-3,41.776442,-71.385793,293.5,1.96,-59
144,2025-08-04T18:45:40.276951,Sailboat-4,41.780748,-71.393166,84.1,1.43,-64
145,2025-08-04T18:45:40.276951,Sailboat-5,41.767412,-71.396120,281.1,-1.17,-91
146,2025-08-04T18:45:42.277800,Sailboat-1,41.776722,-71.385306,142.5,-0.50,-54
147,2025-08-04T18:45:42.277800,Sailboat-2,41.768109,-71.379471,359.5,0.17,-61
148,2025-08-04T18:45:42.277800,Sailboat-3,41.776452,-71.385840,293.0,2.30,-58
149,2025-08-04T18:45:42.277800,Sailboat-4,41.780706,-71.393159,84.4,1.62,-62
150,2025-08-04T18:45:42.277800,Sailboat-5,41.767408,-71.396086,281.6,-1.47,-92
151,2025-08-04T18:45:44.278327,Sailboat-1,41.776704,-71.385266,144.1,-0.21,-54
152,2025-08-04T18:45:44.278327,Sailboat-2,41.768108,-71.379477,359.9,-0.05,-63
153,2025-08-04T18:45:44.278327,Sailboat-3,41.776442,-71.385887,293.8,2.45,-56
154,2025-08-04T18:45:44.278327,Sailboat-4,41.780666,-71.393147,83.9,2.00,-64
155,2025-08-04T18:45:44.278327,Sailboat-5,41.767410,-71.396062,282.6,-1.55,-94
156,2025-08-04T18:45:46.279100,Sailboat-1,41.776725,-71.385310,143.5,-0.54,-54
157,2025-08-04T18:45:46.279100,Sailboat-2,41.768124,-71.379525,359.2,-0.47,-63
158,2025-08-04T18:45:46.279100,Sailboat-3,41.776406,-71.385866,295.4,2.34,-57
159,2025-08-04T18:45:46.279100,Sailboat-4,41.780652,-71.393134,81.9,1.44,-66
160,2025-08-04T18:45:46.279100,Sailboat-5,41.767389,-71.396109,284.0,-1.18,-96
161,2025-08-04T18:45:48.279784,Sailboat-1,41.776739,-71.385347,141.8,-0.87,-57
162,2025-08-04T18:45:48.279784,Sailboat-2,41.768106,-71.379502,357.9,-0.23,-61
163,2025-08-04T18:45:48.279784,Sailboat-3,41.776436,-71.385873,294.2,2.60,-58
164,2025-08-04T18:45:48.279784,Sailboat-4,41.780667,-71.393152,81.5,0.98,-65
165,2025-08-04T18:45:48.279784,Sailboat-5,41.767374,-71.396150,283.3,-0.88,-93
166,2025-08-04T18:45:50.280355,Sailboat-1,41.776715,-71.385349,143.7,-0.43,-56
167,2025-08-04T18:45:50.280355,Sailboat-2,41.768097,-71.379488,358.2,-0.27,-62
168,2025-08-04T18:45:50.280355,Sailboat-3,41.776401,-71.385896,293.9,2.64,-57
169,2025-08-04T18:45:50.280355,Sailboat-4,41.780621,-71.393121,80.9,0.89,-66
170,2025-08-04T18:45:50.280355,Sailboat-5,41.767416,-71.396111,284.8,-0.69,-95
171,2025-08-04T18:45:52.280863,Sailboat-1,41.776738,-71.385346,143.7,-0.56,-54
172,2025-08-04T18:45:52.280863,Sailboat-2,41.768092,-71.379446,358.9,0.01,-62
173,2025-08-04T18:45:52.280863,Sailboat-3,41.776384,-71.385859,292.8,2.36,-55
174,2025-08-04T18:45:52.280863,Sailboat-4,41.780603,-71.393139,79.0,1.06,-67
175,2025-08-04T18:45:52.280863,Sailboat-5,41.767428,-71.396074,283.0,-0.96,-97
176,2025-08-04T18:45:54.281604,Sailboat-1,41.776751,-71.385361,144.0,-0.29,-56
177,2025-08-04T18:45:54.281604,Sailboat-2,41.768096,-71.379406,358.6,0.34,-62
178,2025-08-04T18:45:54.281604,Sailboat-3,41.776386,-71.385834,291.6,1.83,-58
179,2025-08-04T18:45:54.281604,Sailboat-4,41.780604,-71.393092,78.8,0.95,-65
180,2025-08-04T18:45:54.281604,Sailboat-5,41.767393,-71.396065,281.7,-0.61,-97
181,2025-08-04T18:45:56.282910,Sailboat-1,41.776701,-71.385358,145.9,-0.02,-53
182,2025-08-04T18:45:56.282910,Sailboat-2,41.768095,-71.379360,358.5,0.63,-60
183,2025-08-04T18:45:56.282910,Sailboat-3,41.776339,-71.385875,292.0,1.58,-60
184,2025-08-04T18:45:56.282910,Sailboat-4,41.780588,-71.393140,77.8,0.71,-67
185,2025-08-04T18:45:56.282910,Sailboat-5,41.767374,-71.396026,282.7,-0.91,-97
186,2025-08-04T18:45:58.283978,Sailboat-1,41.776744,-71.385348,147.1,0.07,-55
187,2025-08-04T18:45:58.283978,Sailboat-2,41.768134,-71.379363,357.4,0.31,-58
188,2025-08-04T18:45:58.283978,Sailboat-3,41.776301,-71.385895,292.1,1.40,-61
189,2025-08-04T18:45:58.283978,Sailboat-4,41.780581,-71.393129,78.6,0.49,-65
190,2025-08-04T18:45:58.283978,Sailboat-5,41.767349,-71.395997,283.4,-0.66,-99
191,2025-08-04T18:46:00.285024,Sailboat-1,41.776749,-71.385371,146.9,-0.13,-54
192,2025-08-04T18:46:00.285024,Sailboat-2,41.768086,-71.379362,355.5,0.11,-58
193,2025-08-04T18:46:00.285024,Sailboat-3,41.776317,-71.385860,292.9,1.61,-63
194,2025-08-04T18:46:00.285024,Sailboat-4,41.780626,-71.393164,77.7,0.06,-62
195,2025-08-04T18:46:00.285024,Sailboat-5,41.767303,-71.396002,284.6,-0.58,-98
196,2025-08-04T18:46:02.286031,Sailboat-1,41.776714,-71.385379,147.2,-0.53,-57
197,2025-08-04T18:46:02.286031,Sailboat-2,41.768118,-71.379397,356.0,-0.08,-56
198,2025-08-04T18:46:02.286031,Sailboat-3,41.776313,-71.385846,293.1,1.18,-62
199,2025-08-04T18:46:02.286031,Sailboat-4,41.780587,-71.393188,76.7,0.18,-61
200,2025-08-04T18:46:02.286031,Sailboat-5,41.767274,-71.396020,285.1,-0.45,-98
201,2025-08-04T18:46:04.286744,Sailboat-1,41.776711,-71.385381,146.4,-0.69,-59
202,2025-08-04T18:46:04.286744,Sailboat-2,41.768073,-71.379358,354.8,-0.45,-56
203,2025-08-04T18:46:04.286744,Sailboat-3,41.776328,-71.385828,293.6,1.58,-62
204,2025-08-04T18:46:04.286744,Sailboat-4,41.780578,-71.393140,77.5,0.10,-59
205,2025-08-04T18:46:04.286744,Sailboat-5,41.767301,-71.396055,286.9,-0.76,-97
206,2025-08-04T18:46:06.287739,Sailboat-1,41.776725,-71.385351,145.4,-0.37,-58
207,2025-08-04T18:46:06.287739,Sailboat-2,41.768070,-71.379342,354.9,-0.82,-53
208,2025-08-04T18:46:06.287739,Sailboat-3,41.776322,-71.385846,291.6,1.89,-63
209,2025-08-04T18:46:06.287739,Sailboat-4,41.780530,-71.393185,76.7,0.19,-57
210,2025-08-04T18:46:06.287739,Sailboat-5,41.767311,-71.396085,288.3,-0.73,-95
211,2025-08-04T18:46:08.288826,Sailboat-1,41.776771,-71.385398,144.9,-0.54,-60
212,2025-08-04T18:46:08.288826,Sailboat-2,41.768095,-71.379320,355.7,-1.05,-56
213,2025-08-04T18:46:08.288826,Sailboat-3,41.776319,-71.385889,293.2,1.87,-65
214,2025-08-04T18:46:08.288826,Sailboat-4,41.780507,-71.393139,75.5,-0.10,-57
215,2025-08-04T18:46:08.288826,Sailboat-5,41.767360,-71.396050,288.5,-0.91,-95
216,2025-08-04T18:46:10.289314,Sailboat-1,41.776799,-71.385404,145.9,-0.61,-57
217,2025-08-04T18:46:10.289314,Sailboat-2,41.768115,-71.379274,356.2,-1.01,-58
218,2025-08-04T18:46:10.289314,Sailboat-3,41.776356,-71.385935,294.4,1.71,-65
219,2025-08-04T18:46:10.289314,Sailboat-4,41.780544,-71.393130,75.3,-0.13,-55
220,2025-08-04T18:46:10.289314,Sailboat-5,41.767330,-71.396022,287.3,-0.96,-97
221,2025-08-04T18:46:12.290471,Sailboat-1,41.776783,-71.385393,147.3,-0.13,-59
222,2025-08-04T18:46:12.290471,Sailboat-2,41.768150,-71.379309,356.4,-0.80,-55
223,2025-08-04T18:46:12.290471,Sailboat-3,41.776325,-71.385887,293.3,1.31,-62
224,2025-08-04T18:46:12.290471,Sailboat-4,41.780553,-71.393119,75.2,-0.23,-54
225,2025-08-04T18:46:12.290471,Sailboat-5,41.767362,-71.396063,289.2,-0.89,-94
226,2025-08-04T18:46:14.291548,Sailboat-1,41.776744,-71.385417,147.3,0.19,-60
227,2025-08-04T18:46:14.291548,Sailboat-2,41.768161,-71.379278,355.4,-0.91,-58
228,2025-08-04T18:46:14.291548,Sailboat-3,41.776344,-71.385873,291.4,0.86,-64
229,2025-08-04T18:46:14.291548,Sailboat-4,41.780601,-71.393144,74.1,-0.66,-53
230,2025-08-04T18:46:14.291548,Sailboat-5,41.767348,-71.396083,288.9,-1.04,-95
231,2025-08-04T18:46:16.292277,Sailboat-1,41.776735,-71.385437,147.8,0.17,-57
232,2025-08-04T18:46:16.292277,Sailboat-2,41.768207,-71.379319,354.6,-0.94,-56
233,2025-08-04T18:46:16.292277,Sailboat-3,41.776387,-71.385873,291.6,0.93,-63
234,2025-08-04T18:46:16.292277,Sailboat-4,41.780601,-71.393158,72.8,-0.91,-55
235,2025-08-04T18:46:16.292277,Sailboat-5,41.767360,-71.396091,289.5,-0.83,-94
236,2025-08-04T18:46:18.293272,Sailboat-1,41.776727,-71.385409,147.0,-0.27,-56
237,2025-08-04T18:46:18.293272,Sailboat-2,41.768230,-71.379338,353.9,-0.56,-58
238,2025-08-04T18:46:18.293272,Sailboat-3,41.776392,-71.385916,291.5,0.57,-65
239,2025-08-04T18:46:18.293272,Sailboat-4,41.780615,-71.393191,73.2,-0.64,-56
240,2025-08-04T18:46:18.293272,Sailboat-5,41.767357,-71.396129,291.4,-0.33,-92
241,2025-08-04T18:46:20.293762,Sailboat-1,41.776721,-71.385432,145.4,0.18,-58
242,2025-08-04T18:46:20.293762,Sailboat-2,41.768198,-71.379289,353.5,-0.47,-58
243,2025-08-04T18:46:20.293762,Sailboat-3,41.776392,-71.385939,289.6,0.70,-63
244,2025-08-04T18:46:20.293762,Sailboat-4,41.780635,-71.393230,73.0,-0.99,-56
245,2025-08-04T18:46:20.293762,Sailboat-5,41.767338,-71.396161,291.4,-0.38,-91
246,2025-08-04T18:46:22.294613,Sailboat-1,41.776710,-71.385439,144.4,0.61,-55
247,2025-08-04T18:46:22.294613,Sailboat-2,41.768192,-71.379304,352.0,-0.21,-60
248,2025-08-04T18:46:22.294613,Sailboat-3,41.776381,-71.385928,289.0,0.71,-63
249,2025-08-04T18:46:22.294613,Sailboat-4,41.780600,-71.393263,71.8,-1.25,-56
250,2025-08-04T18:46:22.294613,Sailboat-5,41.767352,-71.396180,289.4,-0.22,-93
251,2025-08-04T18:46:24.296001,Sailboat-1,41.776689,-71.385434,143.6,0.24,-56
252,2025-08-04T18:46:24.296001,Sailboat-2,41.768218,-71.379341,352.4,0.13,-59
253,2025-08-04T18:46:24.296001,Sailboat-3,41.776378,-71.385900,290.7,0.53,-61
254,2025-08-04T18:46:24.296001,Sailboat-4,41.780637,-71.393280,70.5,-1.41,-58
255,2025-08-04T18:46:24.296001,Sailboat-5,41.767380,-71.396190,288.4,-0.12,-96
256,2025-08-04T18:46:26.296993,Sailboat-1,41.776640,-71.385399,143.8,0.30,-56
257,2025-08-04T18:46:26.296993,Sailboat-2,41.768215,-71.379296,351.9,0.14,-61
258,2025-08-04T18:46:26.296993,Sailboat-3,41.776339,-71.385876,290.9,0.50,-64
259,2025-08-04T18:46:26.296993,Sailboat-4,41.780645,-71.393240,70.5,-1.32,-59
260,2025-08-04T18:46:26.296993,Sailboat-5,41.767386,-71.396211,290.0,-0.36,-98
261,2025-08-04T18:46:28.297782,Sailboat-1,41.776626,-71.385400,142.1,0.53,-57
262,2025-08-04T18:46:28.297782,Sailboat-2,41.768235,-71.379306,351.3,0.19,-62
263,2025-08-04T18:46:28.297782,Sailboat-3,41.776385,-71.385853,290.9,0.91,-61
264,2025-08-04T18:46:28.297782,Sailboat-4,41.780600,-71.393250,70.9,-1.52,-59
265,2025-08-04T18:46:28.297782,Sailboat-5,41.767385,-71.396246,291.5,-0.05,-100
266,2025-08-04T18:46:30.298374,Sailboat-1,41.776599,-71.385401,142.4,0.62,-56
267,2025-08-04T18:46:30.298374,Sailboat-2,41.768275,-71.379338,350.3,0.08,-63
268,2025-08-04T18:46:30.298374,Sailboat-3,41.776387,-71.385850,291.2,0.84,-59
269,2025-08-04T18:46:30.298374,Sailboat-4,41.780568,-71.393238,69.4,-1.78,-58
270,2025-08-04T18:46:30.298374,Sailboat-5,41.767377,-71.396225,292.1,0.40,-100
271,2025-08-04T18:46:32.299442,Sailboat-1,41.776612,-71.385436,144.2,1.04,-56
272,2025-08-04T18:46:32.299442,Sailboat-2,41.768316,-71.379352,351.3,0.19,-63
273,2025-08-04T18:46:32.299442,Sailboat-3,41.776374,-71.385826,292.4,0.98,-59
274,2025-08-04T18:46:32.299442,Sailboat-4,41.780530,-71.393237,69.3,-1.27,-59
275,2025-08-04T18:46:32.299442,Sailboat-5,41.767412,-71.396219,290.9,0.63,-100
276,2025-08-04T18:46:34.300406,Sailboat-1,41.776601,-71.385411,145.9,0.57,-56
277,2025-08-04T18:46:34.300406,Sailboat-2,41.768297,-71.379397,350.0,-0.17,-62
278,2025-08-04T18:46:34.300406,Sailboat-3,41.776405,-71.385811,290.6,0.52,-60
279,2025-08-04T18:46:34.300406,Sailboat-4,41.780563,-71.393252,69.9,-1.46,-60
280,2025-08-04T18:46:34.300406,Sailboat-5,41.767380,-71.396214,292.4,0.67,-99
281,2025-08-04T18:46:36.301571,Sailboat-1,41.776627,-71.385402,144.5,0.13,-55
282,2025-08-04T18:46:36.301571,Sailboat-2,41.768308,-71.379443,349.2,-0.23,-63
283,2025-08-04T18:46:36.301571,Sailboat-3,41.776443,-71.385815,290.6,0.11,-60
284,2025-08-04T18:46:36.301571,Sailboat-4,41.780554,-71.393206,69.7,-1.38,-58
285,2025-08-04T18:46:36.301571,Sailboat-5,41.767351,-71.396232,291.3,0.30,-98
286,2025-08-04T18:46:38.302858,Sailboat-1,41.776638,-71.385451,145.3,0.34,-55
287,2025-08-04T18:46:38.302858,Sailboat-2,41.768339,-71.379401,348.5,0.06,-60
